CompID,company,industry1,industry2,city,state,description,pin,revenue,founded date,website,number of founder,founder1,employee,funding round,funding status,last funding date,lastfundamt,last funding type,totfundamt,investor1,investor2,investor3,investor4,investor5,no of investor,founder2,founder3,RevGp,E-Gp,founded year,tfa,lfa,lastfundedyear,timefund,indtemp,indtemp2,index,Rank
C1394,Treo Engineering,Manufacturing,Mechanical Engineering,Pimpri,Maharashtra,Treo manufactures automated single station automatic car wash system.,411026,$1M to $10M,2009,www.treo.co.in,1,Pritam Khialdas Nanwani,251-500,1,Private Equity,"Jan 1, 2019","₹ 10,00,00,000.00",Private Equity,"₹ 10,00,00,000.00",IndiaNivesh Fund,,,,,1,,,G3,E-G7,2019,1400000,1400000,2009,10,140000,7000,14000,2092
C5134,Auric (Zenith Drinks Private Limited),Consumer,E-Commerce,Delhi,Delhi,Beauty & Wellness brand | Functional Foods | Plant based science from India | D2C | Entry point is Beverages,110025,$1M to $10M,"Jan 8, 2018",www.TheAuric.com,1,Deepak Agarwal,01-Oct,2,Seed,"Jun 28, 2021","$ 20,00,000.00",Seed,"$ 21,00,000.00",9Unicorns Accelerator Fund,Venture Catalysts,Air Asia,Karthik Bhat,,4,,,G3,E-G10,2021,2100000,2000000,2018,3,700000,7000,14000,2093
C5582,CampusWhiz,Education,Information Technology,Hyderabad,Andhra Pradesh,CampusWhiz is a campus management software product for educational institutes.,500081,Less than $1M,Aug-17,campuswhiz.com,2,Gangadhar Bobbara,Nov-50,1,Seed,"Aug 1, 2017","$ 7,00,000.00",Seed,"$ 7,00,000.00",,,,,,—,Shachindra Rajavaram,,G8,E-G5,2017,700000,700000,2017,1,700000,14000,14000,2094
C5445,Virtual MetalStreet(MetalStreet),B2B,E-Commerce,Bengaluru,Karnataka,Virtual MetalStreet(Metalstreet) is a B2B marketplace for steel trading in India,560025,Less than $1M,2017,www.metalstreet.in/,3,Arun Shukla,Nov-50,1,Seed,"Oct 15, 2018","$ 7,00,000.00",Angel,"$ 7,00,000.00",,,,,,—,Nupin R Pillai,,G8,E-G5,2018,700000,700000,2017,1,700000,14000,14000,2095
C5949,Auric (Zenith Drinks Private Limited),Consumer,E-Commerce,Delhi,Delhi,Beauty & Wellness brand | Functional Foods | Plant based science from India | D2C | Entry point is Beverages,110025,$1M to $10M,"Jan 8, 2018",www.TheAuric.com,1,Deepak Agarwal,01-Oct,2,Seed,"Jun 28, 2021","$2,000,000",Seed,"$2,100,000",9Unicorns Accelerator Fund,Venture Catalysts,Air Asia,Karthik Bhat,,4,,,G3,E-G10,2018,2100000,2000000,2021,3,700000,7000,14000,2096
C722,Tulsi Castings and Machining,Automotive,Manufacturing,Sangli,Maharashtra,Tulsi Castings and Machining is a ductile iron castings manufacturer.,400004,Less than $1M,"Jan 1, 2004",www.tcml.co.in/,2,Bhavarlal Mangilal Jain,Nov-50,1,—,"Mar 30, 2012","₹400,000,000",Venture - Series Unknown,"₹400,000,000",India Venture Partners,,,,,1,,,G8,E-G5,2012,5600000,5600000,2004,8,700000,14000,14000,2097
C5074,Rein Games,Apps,Online Games,Noida,Uttar Pradesh,"Rein Games is an audience of across mobile,social and online platforms.",—,Less than $1M,2018,www.reingames.com/,4,Himanshu Devra,Nov-50,2,Seed,"Dec 11, 2019","₹ 5,00,00,000.00",Seed,"₹ 5,00,00,000.00",Titan Capital,Manipal Group,,,,2,Nishtha Gupta,,G8,E-G5,2019,700000,700000,2018,1,700000,14000,14000,2098
C4096,3DAiLY,3D Technology,Augmented Reality,Bengaluru,Karnataka,3DAilY is a powerful platform to create any type of 3d models,KA 560071,Less than $1M,"Aug 1, 2016",3daily.ai,—,,101-250,4,Seed,"Nov 15, 2022","₹ 10,50,00,000.00",Seed,"$ 20,80,151.00",Dholakia Ventures,Northeast Venture Fund ( NEVF ),Hyderabad Angels,AccelNest,,9,,,G8,E-G9,2022,2080151,1470000,2016,6,346691.8333,13867.67333,13867.67333,2099
C2132,CollPoll,Artificial Intelligence (AI),E-Learning,Bengaluru,Karnataka,CollPoll integrates an intuitive interaction model with artificial intelligence system and advanced analytics.,560095,$1M to $10M,2013,www.collpoll.com,1,Hemant Sahal,Nov-50,4,—,"Aug 5, 2021","₹ 16,00,00,000.00",Venture - Series Unknown,"$ 27,62,589.00",Prime Venture Partners,Manipal Global Education Services,Sprout Angels,Moloy Kumar Bannerjee,Chenraj Jain,6,,,G3,E-G5,2021,2762589,2240000,2013,8,345323.625,6906.4725,13812.945,2100
C5014,Incore Semiconductors,Electronics,Semiconductor,Chennai,Tamil Nadu,InCore is a leading RISC-V processor design company with a strong focus on customization.,600002,$1M to $10M,2018,incoresemi.com,4,Arjun Menon,01-Oct,1,Seed,"May 12, 2023","₹ 24,60,00,000.00",Seed,"₹ 24,60,00,000.00",Peak XV Partners,,,,,1,G S Madhusudan,,G3,E-G10,2023,3444000,3444000,2018,5,688800,6888,13776,2101
C728,Caravel Logistics,Logistics,,Chennai,Tamil Nadu,Caravel Logistics provides logistics and value added services for the container cargo sector.,600008,Less than $1M,1994,www.caravel.in/,2,C. Jayakrishnan,101-250,1,Private Equity,"Jul 1, 2009","$5,160,000",Private Equity,"$5,160,000",BTS Investment Advisors,,,,,1,,,G8,E-G9,2009,5160000,5160000,1994,15,344000,13760,13760,2102
C4475,YourOwnROOM,Online Portals,Property Management,Bengaluru,Karnataka,YourOwnROOM is a residential real estate prop-tech rental and property management company.,560 034,Less than $1M,"Feb 25, 2016",yourownroom.com,3,Prabhat kumar Tiwary,Nov-50,2,Seed,"Nov 5, 2019","$ 13,00,000.00",Seed,"$ 20,50,000.00",Narasimha Murthy,,,,,2,Rewat Laxman,,G8,E-G5,2019,2050000,1300000,2016,3,683333.3333,13666.66667,13666.66667,2103
C3177,FITSO,Android,Apps,Gurgaon,Haryana,Fitso is a fitness-based mobile app striving to help individuals achieve their fitness goals.,122007,$1M to $10M,"Jun 1, 2015",www.getfitso.com,3,Naman Sharma,Nov-50,5,M&A,"Feb 2, 2020",—,Seed,"$ 17,00,000.00",Inflection Point Ventures,Cloud Capital,SRI Capital,Sprout Venture Partners,Pankaj Chaddah,12,Rahool Sureka,Saurabh Aggarwal,G3,E-G5,2020,1700000,0,2015,5,340000,6800,13600,2104
C5138,BBETTER,Dietary Supplements,Health Care,Hyderabad,Andhra Pradesh,Developer of healthcare supplements designed to help with modern lifestyle problems.,500038,Less than $1M,2017,bbetter.co,3,Rajesh Jampana,51-100,2,Seed,"Dec 1, 2021","₹ 10,50,00,000.00",Seed,"₹ 12,95,00,000.00",8i Ventures,Sujayath Ali,,,,2,Srikanth Ch,,G8,E-G6,2021,1813000,1470000,2017,4,453250,13597.5,13597.5,2105
C5065,Streak,Finance,Financial Exchanges,Bengaluru,Karnataka,"Streak enables traders to create, back-test, and deploy trading algorithms live in the stock market.",—,Less than $1M,Aug-17,www.streak.tech/,3,Harsha M,Nov-50,2,Seed,"Jun 25, 2019","$ 10,00,000.00",Seed,"$ 13,54,157.00",Rainmatter Capital,3one4 Capital,,,,2,Jayalakshmi Manohar,,G8,E-G5,2019,1354157,1000000,2017,2,677078.5,13541.57,13541.57,2106
C2900,WhistleTalk,Apps,Employment,Bengaluru,Karnataka,WhistleTalk is a social hiring application that amplifies the power of referral hiring by leveraging employees’ social networks.,560032,$10M to $50M,2012,www.whistletalk.com,2,Ajay Nema,01-Oct,1,—,"Aug 9, 2012","$ 4,50,000.00",Venture - Series Unknown,"$ 4,50,000.00",Hyderabad Angels,,,,,1,Sanjay Paul Antony,,G2,E-G10,2012,450000,450000,2012,1,450000,4500,13500,2107
C2006,Germin8,Analytics,Big Data,Mumbai,Maharashtra,Germin8 is a social media listening company that specializes in developing and delivering stakeholder analytics tools and services.,400063,Less than $1M,2007,germin8.com,2,Raj Nair,51-100,4,—,"Jan 1, 2019",—,Venture - Series Unknown,"$ 54,00,000.00",Kalaari Capital,InnoVen Capital,Microsoft Accelerator Bangalore,,,3,,,G8,E-G6,2019,5400000,0,2007,12,450000,13500,13500,2108
C1254,Germin8,Analytics,Big Data,Mumbai,Maharashtra,Germin8 is a social media listening company that specializes in developing and delivering stakeholder analytics tools and services.,400063,Less than $1M,2007,germin8.com,2,Raj Nair,51-100,4,—,"Jan 1, 2019",—,Venture - Series Unknown,"$ 54,00,000.00",Kalaari Capital,InnoVen Capital,Microsoft Accelerator Bangalore,,,3,,,G8,E-G6,2019,5400000,0,2007,12,450000,13500,13500,2109
C4132,Market Pulse Technologies,Financial Services,FinTech,Mumbai,Maharashtra,Use technology to transform market enthusiasts into confident traders and investors.,—,$1M to $10M,2016,www.marketpulse.tech,2,Amit Dhakad,Nov-50,5,Seed,"Aug 9, 2022","₹ 10,00,00,000.00",Pre-Seed,"$ 20,06,618.00",Lead Angels Network,Chandigarh Angels Network,Nitish Mittersain,Chatur Ideas,,10,Hiral Jain,,G3,E-G5,2022,2006618,1400000,2016,6,334436.3333,6688.726666,13377.45333,2110
C3303,WarmOven,Bakery,Confectionery,Bengaluru,Karnataka,WarmOven is a delivery-based fresh cakes and desserts brand.,560102,$1M to $10M,2015,www.warmoven.in/,2,Mahesh Madiyala,101-250,2,Seed,"Jun 11, 2020",—,Seed,"$ 8,35,650.00",Nitin Gupta,Anuj Srivastava,Jyoti Bansal,GamesKraft,Tracxn labs,7,Sumit Gupta,,G3,E-G9,2020,835650,0,2015,5,167130,6685.2,13370.4,2111
C2526,Gray Matters,EdTech,Education,Hyderabad,Andhra Pradesh,Gray Matters is an educational assessment company that makes education child-centric.,—,Less than $1M,"Jan 1, 2013",www.graymatters.in/,1,Pradeep Sharma,Nov-50,2,M&A,"Sep 27, 2015","$ 6,16,000.00",Seed,"$ 13,35,429.00",Michael & Susan Dell Foundation,,,,,1,,,G8,E-G5,2015,1335429,616000,2013,2,667714.5,13354.29,13354.29,2112
C2502,LensPick.com,E-Commerce,Wholesale,Hyderabad,Andhra Pradesh,Lens Pick is an online retailer for prescription and non-prescription eyewear,—,$1M to $10M,2013,www.lenspick.com/,1,Dileep Byra,101-250,1,Seed,"Sep 13, 2016","$ 5,00,000.00",Seed,"$ 5,00,000.00",Scadea Solutions,,,,,1,,,G3,E-G9,2016,500000,500000,2013,3,166666.6667,6666.666668,13333.33334,2113
C2217,DailyRounds,Health Care,Medical,Bengaluru,Karnataka,Flipboard + Clinical Cases Challenges for Doctors.,—,$1M to $10M,2013,www.dailyrounds.org/,3,Deepu Sebin,101-250,5,M&A,"Sep 21, 2016",—,Seed,"$ 5,00,000.00",Accel,GSF,Kae Capital,Powerhouse Ventures,Microsoft Accelerator,9,Nimmi Cherian,,G3,E-G9,2016,500000,0,2013,3,166666.6667,6666.666668,13333.33334,2114
C3209,Enparadigm,Enterprise Software,SaaS,Bengaluru,Karnataka,Enparadigm uses its platform to help frontline teams at large and medium enterprises to drive higher sales growth.,560 068,$1M to $10M,2015,enparadigm.com,4,Arun Subramanian,101-250,1,—,"Feb 9, 2021","$ 10,00,000.00",Venture - Series Unknown,"$ 10,00,000.00",Cornerstone Venture Partners Fund,,,,,1,Hanuman Kamma,John Cherian,G3,E-G9,2021,1000000,1000000,2015,6,166666.6667,6666.666668,13333.33334,2115
C4460,TAARAKA,Digital Media,Internet,Thane,Maharashtra,Hyper personalised vedic astrology platform for the millennials.,—,$1M to $10M,"Oct 7, 2015",www.taaraka.com,1,Jikku Abraham,Nov-50,1,Seed,"Dec 25, 2018","$ 10,00,000.00",Seed,"$ 10,00,000.00",,,,,,—,,,G3,E-G5,2018,1000000,1000000,2015,3,333333.3333,6666.666666,13333.33333,2116
C2605,Vigyaa,News,Publishing,New Delhi,Delhi,"Vigyaa creates, consumes, and shares a variety of content it shows anchor texts to relevant information that appear immediately.",201301,$1M to $10M,2014,vigyaa.com,2,Gaurav Goel,Nov-50,1,Seed,"Sep 11, 2017","$ 10,00,000.00",Seed,"$ 10,00,000.00",Essel Group ME,,,,,1,Jitin Tuli,,G3,E-G5,2017,1000000,1000000,2014,3,333333.3333,6666.666666,13333.33333,2117
C2279,Inthree Access,Consulting,Retail,Chennai,Tamil Nadu,Inthree Access is an impact venture that connects the most inaccessible rural markets with products that can transform lives in Rural India.,600 018,Less than $1M,2013,inthreeaccess.com/,3,H Narayanan,Nov-50,3,—,"Jan 1, 2019",—,Venture - Series Unknown,"$ 40,00,000.00",VenturEast,Orios Venture Partners,SenseAI Ventures,Singapore Angel Network,IAN Fund,5,Kartick Natarajan,,G8,E-G5,2019,4000000,0,2013,6,666666.6667,13333.33333,13333.33333,2118
C1832,Daksh Infosoft,Advertising,Web Design,Jaipur,Rajasthan,"Daksh Infosoft Pvt Ltd - Web application development & Designing, Web Hosting, Bulk SMS Marketing and Advertising Company.",—,Less than $1M,2010,www.dakshinfo.com/,—,,Nov-50,1,M&A,"Sep 24, 2001","$ 60,00,000.00",Series B,"$ 60,00,000.00",Citi,,,,,1,,,G8,E-G5,2001,6000000,6000000,2010,9,666666.6667,13333.33333,13333.33333,2119
C2442,Let's Recycle,Recycling,Waste Management,Ahmedabad,Gujarat,Let’s Recycle is the largest waste management solution in India.,380 015,Less than $1M,2012,www.letsrecycle.in/,4,Chirag Nathubhai Patel,Nov-50,1,Early Stage Venture,"May 1, 2015","$ 20,00,000.00",Series B,"$ 20,00,000.00",Aavishkaar Venture Capital,,,,,1,Dhrumin Maheshkumar Patel,,G8,E-G5,2015,2000000,2000000,2012,3,666666.6667,13333.33333,13333.33333,2120
C1564,Applied Mobile Lab,Internet,Mobile,Noida,Uttar Pradesh,Applied Mobile Labs is a mobile advertising technology company.,201301,$1M to $10M,"Apr 1, 2009",www.amlpl.com,1,Mrigank Tripathi,Nov-50,1,—,"May 29, 2012","$ 10,00,000.00",Venture - Series Unknown,"$ 10,00,000.00",Frontline Strategy,C Cube Angels,,,,2,,,G3,E-G5,2012,1000000,1000000,2009,3,333333.3333,6666.666666,13333.33333,2121
C2562,Appie Mobiquity,Mobile,Mobile Advertising,Mumbai,Maharashtra,Hyperlocal mobile discovery platform connects physical business with customers,400013,$1M to $10M,2013,appie.today/,1,Kartik Sanghavi,Nov-50,1,Seed,"May 19, 2016","$ 10,00,000.00",Seed,"$ 10,00,000.00",,,,,,—,,,G3,E-G5,2016,1000000,1000000,2013,3,333333.3333,6666.666666,13333.33333,2122
C3504,CarEager,Automotive,,Gurgaon,Haryana,World-class services & certified cars,122004,Less than $1M,"Feb 21, 2014",www.careager.com,1,Avinay Sharma,101-250,1,Seed,"Oct 16, 2017","$ 10,00,000.00",Seed,"$ 10,00,000.00",,,,,,—,,,G8,E-G9,2017,1000000,1000000,2014,3,333333.3333,13333.33333,13333.33333,2123
C4404,Veri5Digital,Enterprise,SaaS,Bengaluru,Karnataka,Veri5Digital is an identity verification and user on-boarding company,560102,Less than $1M,2016,veri5digital.com,1,Saru Tumuluri,Nov-50,1,Early Stage Venture,"Aug 2, 2019","$ 20,00,000.00",Series A,"$ 20,00,000.00",,,,,,1,,,G8,E-G5,2019,2000000,2000000,2016,3,666666.6667,13333.33333,13333.33333,2124
C5107,Vidyakul,Education,,Gurgaon,Haryana,Vidyakul is an vernacular e-learning platform that helps state board students to learn academics via pre-recorded and live lectures,122015,$1M to $10M,2018,www.vidyakul.com,2,Raman Garg,Nov-50,5,—,"Oct 19, 2021",—,Venture - Series Unknown,"$ 10,00,000.00",We Founder Circle,SOSV,Orbit Startups,JITO Angel Network,Dholakia Ventures,11,Tarun Saini,,G3,E-G5,2021,1000000,0,2018,3,333333.3333,6666.666666,13333.33333,2125
C1192,ScaleneWorks People Solutions LLP,Human Resources,,Bengaluru,Karnataka,"ScaleneWorks People Solutions LLP provides Human Capital Management Solutions, Task RPO, Enterprise RPO.",560029,$1M to $10M,2010,www.scaleneworks.com/,2,Ashish Tiwari,501-1000,1,M&A,"Sep 27, 2019","$ 10,00,000.00",Venture - Series Unknown,"$ 10,00,000.00",Hallmark Group,,,,,1,,,G3,E-G3,2019,1000000,1000000,2010,9,111111.1111,6666.666666,13333.33333,2126
C4428,InstaCar,Information Technology,Taxi Service,Bengaluru,Karnataka,Committing to bringing in the missing personalization into Car Rental services focused on safety standards & an experience-centric approach,560025,$1M to $10M,"Aug 4, 2016",www.instacar.in/,2,Ishan Vyas,Nov-50,3,Seed,"Oct 21, 2019",—,Seed,"$ 10,00,000.00",Swastika,,,,,2,Priyanshi Choubey,,G3,E-G5,2019,1000000,0,2016,3,333333.3333,6666.666666,13333.33333,2127
C473,Spykar Lifestyles,Fashion,Textiles,Mumbai,Maharashtra,"Spykar Lifestyles produces and supplies denims, trousers, T-shirts, shirts, jackets, and accessories for men and women.",400063,Less than $1M,1992,www.spykar.com/,1,Prasad Pabrekar,101-250,1,Private Equity,"Jun 8, 2007","$5,000,000",Private Equity,"$5,000,000",Avigo Capital Inc,,,,,1,,,G8,E-G9,2007,5000000,5000000,1992,15,333333.3333,13333.33333,13333.33333,2128
C1363,SuperProfs,Education,Tutoring,Bengaluru,Karnataka,"India's Largest Online Platform for Exam Preparation; 100,000+ students, 100+ professors; Streams HD classroom videos at low bandwidths",560 016,Less than $1M,"Jul 15, 2010",www.superprofs.com,2,Piyush Agarwal,101-250,3,—,"Jan 1, 2019",—,Venture - Series Unknown,"$ 30,00,000.00",Indian Angel Network,Kalaari Capital,InnoVen Capital,Chiratae Ventures,Nitin Singhal,5,,,G8,E-G9,2019,3000000,0,2010,9,333333.3333,13333.33333,13333.33333,2129
C5109,Elevar Sports,Sporting Goods,Sports,Mumbai,Maharashtra,Elevar Sports is a direct-to-consumer sports brand.,400001,$1M to $10M,2017,in.elevarsports.com/,2,Aayush Tapuriah,01-Oct,1,Early Stage Venture,"Aug 30, 2021","₹ 19,00,00,000.00",Series A,"₹ 19,00,00,000.00",Kalaari Capital,Dream Capital,,,,2,Kunal Kunal,,G3,E-G10,2021,2660000,2660000,2017,4,665000,6650,13300,2130
C2251,Satvacart,Consumer Goods,E-Commerce,Gurgaon,Haryana,Satvacart is an online grocery store that delivers all household needs at the customers doorstep.,122001,$1M to $10M,2014,www.satvacart.com/,2,Deepika Saxena,Nov-50,7,Seed,"Dec 3, 2021",—,Seed,"$ 23,23,793.00",Palaash Ventures,Keshu Dubey,Nimit Panigrahi,Siddhartha Garg,Kuldeep Puri,9,Rahul Hari,,G3,E-G5,2021,2323793,0,2014,7,331970.4286,6639.408572,13278.81714,2131
C3606,Kabadiexpress,Paper Manufacturing,Recycling,Delhi,Delhi,A startup which collects scrap from homes and offices and sells it to recycling plants,—,$10M to $50M,2015,www.kabadiexpress.com,2,Kapil Bajaj,51-100,1,Seed,"Jun 24, 2016","$ 1,47,000.00",Seed,"$ 1,47,000.00",,,,,,—,Sandeep Sethi,,G2,E-G6,2016,147000,147000,2015,1,147000,4410,13230,2132
C1750,Growing Opportunity Finance,Finance,Financial Services,Chennai,Tamil Nadu,Growing Opportunity is a microfinance organization that helps the working poor.,—,Less than $1M,"Jan 1, 2006",www.gopportunity.net,—,,Nov-50,2,Seed,"Apr 1, 2009","₹ 11,70,00,000.00",Seed,"₹ 14,17,00,000.00",Dia Vikas Capital,,,,,1,,,G8,E-G5,2009,1983800,1638000,2006,3,661266.6667,13225.33333,13225.33333,2133
C4565,VALUESHIPR (M/s. DECKER LOGISTICS PVT LTD),Freight Service,Logistics,Mumbai,Maharashtra,"A multimodal Logistics platform, facilitates spot and bid Freight price buying and transaction execution seamlessly, using technology",—,Less than $1M,"Apr 14, 2016",www.valueshipr.com,2,Jyotheesh Kumar,Nov-50,1,Seed,"Apr 26, 2016","$ 6,55,000.00",Seed,"$ 6,55,000.00",,,,,,—,Prashant Halari,,G8,E-G5,2016,655000,655000,2016,1,655000,13100,13100,2134
C4065,Zouk,E-Commerce,Fashion,Mumbai,Maharashtra,Zouk is an online shopping platform that offers fashion and lifestyle products for men and women.,400017,$1M to $10M,"Jun 14, 2016",www.zouk.co.in,2,Disha Singh,01-Oct,3,Early Stage Venture,"Mar 16, 2023","$ 30,00,000.00",Series A,"$ 45,78,443.00",Sharrp Ventures,Stellaris Venture Partners,Vineeta Singh,Varun Alagh,,13,Pradeep Krishnakumar,,G3,E-G10,2023,4578443,3000000,2016,7,654063.2857,6540.632857,13081.26571,2135
C1320,FrontalRain Technologies,Cloud Computing,Information Technology,Bengaluru,Karnataka,FrontalRain Technologies is a developer of food supply chain software on the Cloud.,560052,Less than $1M,2010,www.frontalrain.com,3,Jayaram Srinivasan,51-100,3,Early Stage Venture,"Dec 1, 2014","$ 7,84,575.00",Series A,"$ 17,36,615.00",Omnivore,,,,,1,,,G8,E-G6,2014,1736615,784575,2010,4,434153.75,13024.6125,13024.6125,2136
C5374,BeautiCo,Beauty,Cosmetics,Ahmedabad,Gujarat,BeautiCo is a brand that believes in keeping our skin healthy through the use of natural ingredients.,380006,Less than $1M,2018,www.thebeautyco.in/,1,Suraj Vazirani,Nov-50,1,Seed,"Jan 1, 2019","$ 6,50,000.00",Seed,"$ 6,50,000.00",Venture Catalysts,,,,,1,,,G8,E-G5,2019,650000,650000,2018,1,650000,13000,13000,2137
C4548,McXtra,Finance,Financial Services,Andheri,Maharashtra,McXtra is a digital insurance broking startup.,—,Less than $1M,2016,www.mcxtra.com/,2,A S Narayanan,Nov-50,1,Seed,"Jul 13, 2018","$ 13,00,000.00",Seed,"$ 13,00,000.00",,,,,,—,Nimish Airon,,G8,E-G5,2018,1300000,1300000,2016,2,650000,13000,13000,2138
C2443,Luharia Group,Financial Services,FinTech,Hyderabad,Andhra Pradesh,"Luharia Technologies is a fintech company, which runs peer-to-peer lending platform.",—,Less than $1M,"Jan 1, 2014",luhariagroup.com/,1,Keerthi Kumar Jain,Nov-50,2,Seed,"Jun 1, 2017","$ 19,50,000.00",Seed,"$ 19,50,000.00",Digispice Technologies,,,,,1,,,G8,E-G5,2017,1950000,1950000,2014,3,650000,13000,13000,2139
C4390,Mojro Technologies,Fleet Management,Logistics,Bengaluru,Karnataka,Real-time resilient logistics planning and optimization which cater to new-age models - Brain of logistics,560078,$1M to $10M,2016,www.mojro.com/,3,Amit Kulkarni,Nov-50,1,Seed,"Apr 11, 2018","$ 6,50,000.00",Seed,"$ 6,50,000.00",,,,,,1,Kishan Ashwath,,G3,E-G5,2018,650000,650000,2016,2,325000,6500,13000,2140
C1840,K2 Learning,EdTech,Education,Bengaluru,Karnataka,"K2 Learning helps students, educators, and researchers advance the profession of commerce education through research.",560055,Less than $1M,"Jan 11, 2009",k2learning.in,1,Sripal Jain,101-250,1,Seed,"Oct 18, 2013","$ 13,00,000.00",Angel,"$ 13,00,000.00",Radheshyam Agarwal,,,,,1,,,G8,E-G9,2013,1300000,1300000,2009,4,325000,13000,13000,2141
C2494,Interview Master,Human Resources,Recruiting,Bengaluru,Karnataka,"Interview Master is an end-to-end recruitment solution providing application tracking systems, written tests and automated video interviews.",560015,$1M to $10M,2012,www.interviewmaster.in,3,Jobin Jose,Nov-50,4,Seed,"Sep 4, 2014","$ 6,50,000.00",Angel,"$ 6,50,000.00",500 Global,Artha Group,VentureNursery,,,3,Subramanian Kailasam,,G3,E-G5,2014,650000,650000,2012,2,325000,6500,13000,2142
C3066,Watchyourhealth.com,Assistive Technology,Electronic Health Record (EHR),Thane,Maharashtra,Watchyourhealth.com is an insurtech company that provides health insurance services.,400604,Less than $1M,Jun-15,www.watchyourhealth.com,3,Jay Patel,101-250,1,Seed,"Jun 28, 2023","₹ 18,50,00,000.00",Seed,"₹ 18,50,00,000.00",Conquest Global Ventures,,,,,1,Prachi Shinde,Ratheesh Nair,G8,E-G9,2023,2590000,2590000,2015,8,323750,12950,12950,2143
C2204,Kratikal,Cyber Security,Information Technology,Noida,Uttar Pradesh,"Kratikal is an end to end cyber security solutions provider. Solutions include VAPT, security compliance and security products.",201301,$10M to $50M,2012,www.kratikal.com/,3,Dip Jung Thapa,51-100,1,Seed,"Dec 4, 2019","$ 10,00,000.00",Seed,"$ 10,00,000.00",LetsVenture,Artha Group,Equentia Natural Resources,Rajeev Chitrabhanu (MAGNETIC),Gilda VC,8,Paratosh Bansal,,G2,E-G6,2019,1000000,1000000,2012,7,142857.1429,4285.714287,12857.14286,2144
C4169,ShipsKart,Marine Transportation,Software,New Delhi,Delhi,"ShipsKart platform that streamlines the way marine stores are ordered, approved and received on board with the help of technology.",110096,$1M to $10M,2017,shipskart.com/,3,Dhruv Sawhney,01-Oct,2,Early Stage Venture,"Mar 16, 2022","₹ 20,50,00,000.00",Series A,"$ 31,96,501.00",Motion Ventures,Betatron Venture Group,Tradeworks.vc,Eternia Investments,,6,Sunny Bagla,,G3,E-G10,2022,3196501,2870000,2017,5,639300.2,6393.002,12786.004,2145
C2212,SparesHub,Automotive,E-Commerce,Pune,Maharashtra,"SparesHub is an online store for buying car spare parts online, easily and fast in India.",411045,$1M to $10M,"Sep 10, 2013",www.spareshub.com,2,Arijit Chakraborty,51-100,3,—,"Mar 14, 2019","₹ 3,50,00,000.00",Venture - Series Unknown,"$ 12,75,178.00",The Chennai Angels,Anthill Ventures,Hyderabad Angels,M&S Partners,Ankur Agarwal,8,Tapas Gupta,,G3,E-G6,2019,1275178,490000,2013,6,212529.6667,6375.890001,12751.78,2146
C4137,Eunimart,E-Commerce Platforms,Enterprise Software,Hyderabad,Andhra Pradesh,Eunimart is a unified SasS Platform that simplifies Omnichannel Sales for Small to Medium Global Retail Brands.,500034,$10M to $50M,Jan-17,eunimart.com/,2,Archana Shah,51-100,10,Seed,"Feb 2, 2023","₹ 1,00,00,000.00",Seed,"$ 8,41,883.00",Alchemist Accelerator,9Unicorns Accelerator Fund,LetsVenture,StartupLanes,,12,Shayak Mazumder,,G2,E-G6,2023,841883,140000,2017,6,140313.8333,4209.414999,12628.245,2147
C3067,LocoBuzz,Analytics,Reputation,Mumbai,Maharashtra,LocoBuzz is an analytics-based integrated marketing platform.,—,$1M to $10M,2015,locobuzz.com/,3,Nitin Agarwal,51-100,1,Seed,"May 11, 2021","₹ 9,00,00,000.00",Seed,"₹ 9,00,00,000.00",SIDBI Venture Capital,,,,,1,Shubhi Agarwal,Vishal Agrawal,G3,E-G6,2021,1260000,1260000,2015,6,210000,6300,12600,2148
C1292,Sawan Engineers,Building Material,Industrial,Vadodara,Gujarat,Sawan Engineers is a manufacturer of pipe fittings.,—,$1M to $10M,"Jan 1, 2007",www.sawanengineers.com/,1,Jaswant C. Jagwani,51-100,1,—,"Jul 1, 2017","₹ 15,00,00,000.00",Venture - Series Unknown,"₹ 15,00,00,000.00",SIDBI Venture Capital,,,,,1,,,G3,E-G6,2017,2100000,2100000,2007,10,210000,6300,12600,2149
C2447,Newgen Internet Networks,Beauty,E-Commerce,Mumbai,Maharashtra,Newgen Internet Networks is a Mumbai-based online beauty startup .,400006,$1M to $10M,2012,glamrs.com/,1,Naveen Sadarangani,Nov-50,1,Seed,"Jun 1, 2015","$ 9,40,000.00",Seed,"$ 9,40,000.00",Blume Ventures,Batlivala & Karani Securities,Ventureworks India,Nikunj Jhaveri,,4,,,G3,E-G5,2015,940000,940000,2012,3,313333.3333,6266.666666,12533.33333,2150
C1602,Invictus Oncology,Biotechnology,Health Care,Delhi,Delhi,Invictus Oncology develops therapeutics for cancer treatment.,110092,$1M to $10M,2011,invictusoncology.com,2,Raghunath Mashelkar,Nov-50,3,—,"Jan 1, 2017",—,Venture - Series Unknown,"$ 18,80,000.00",Romulus Capital,Navam Capital,Aarin Capital,Ratan Tata,,4,,,G3,E-G5,2017,1880000,0,2011,6,313333.3333,6266.666666,12533.33333,2151
